"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSMUSG00000031767",5282.399688523,-3.96427039379829,0.491861558940932,-8.05972803065581,7.64643786930734e-16,9.77061830940091e-12,"Nudt7","67528"
"ENSMUSG00000025795",984.886720850106,-0.816468343325551,0.111103839803575,-7.34869600158751,2.00149811422726e-13,1.2787571451798e-09,"Rassf3","192678"
"ENSMUSG00000034634",45.5265903529898,4.71523569285938,0.838764168917381,5.6216465457096,1.89145949942391e-08,8.05635649454625e-05,"Ly6d","17068"
"ENSMUSG00000049723",76.9890144693481,4.72292471973978,0.87170892748385,5.41800659696385,6.02671930070937e-08,0.000192523548061161,"Mmp12","17381"
"ENSMUSG00000032080",10859.4400146086,1.66356184744317,0.317257872326336,5.24356365137572,1.57504438303788e-07,0.000287513101806543,"Apoa4","11808"
"ENSMUSG00000032802",430.003724441059,0.739052095753825,0.140890044681533,5.24559487098166,1.55778873615803e-07,0.000287513101806543,"Srxn1","76650"
"ENSMUSG00000034220",171.244430146999,1.04626516889251,0.199159580592285,5.25340114586003,1.49315833283206e-07,0.000287513101806543,"Gpc1","14733"
"ENSMUSG00000024851",65.3974554135896,1.58538546486523,0.319740849874675,4.95834506440648,7.10962042844249e-07,0.00113558412293298,"Pitpnm1","18739"
"ENSMUSG00000026979",51.0706997065556,1.4671131899206,0.304839177879446,4.81274487133275,1.48871290721302e-06,0.00192866237827455,"Psd4","215632"
"ENSMUSG00000031845",123.852000914974,0.797817103507065,0.165866609936284,4.8099922209391,1.5093616984462e-06,0.00192866237827455,"Bco1","63857"
"ENSMUSG00000021208",64.9393629167691,2.04122975898167,0.430109976061562,4.74583216523559,2.07650841706528e-06,0.00221113537943834,"Ifi27l2b","217845"
"ENSMUSG00000063146",41.6522659654357,1.27616172327547,0.26845429443359,4.75373927605827,1.99688520697435e-06,0.00221113537943834,"Clip2","269713"
"ENSMUSG00000020123",464.356665078509,-1.19335094631562,0.256164175151992,-4.65853956981907,3.18460597566587e-06,0.00290663536836132,"Avpr1a","54140"
"ENSMUSG00000058603",350.420903139319,-0.617297399817935,0.132438622892419,-4.6610073884517,3.14665426275573e-06,0.00290663536836132,NA,NA
"ENSMUSG00000026321",20.7244975320561,1.44393399405894,0.31769438185066,4.54504100968867,5.49245593698177e-06,0.0042378925421044,"Tnfrsf11a","21934"
"ENSMUSG00000026981",38.9162418619636,1.92562392581091,0.424190732273551,4.53952380215868,5.63814158833736e-06,0.0042378925421044,"Il1rn","16181"
"ENSMUSG00000029822",62.4889823590085,2.21490207508979,0.486394950919487,4.55371107554203,5.27077345556284e-06,0.0042378925421044,"Osbpl3","71720"
"ENSMUSG00000028555",15.3462734040619,3.38624385732676,0.75346719008044,4.49421541097927,6.98269174206198e-06,0.00469604395158253,"Ttc39a","230603"
